Name,B_cells,CD8_T_cells,Macrophages,NK_cells,T_cells,Risk_Group
TCGA-DD-A4ND,0.2919065224380717,0.3851397819635764,0.2628578613645726,0.3353807381797005,0.3844897159866325,High_Immune
TCGA-DD-A4NE,0.17289217058479062,0.13667532262379753,0.2414559493399412,0.2764927663459482,0.25113984974325715,Low_Immune
TCGA-DD-A4NF,0.13786517894767025,0.28666008973887497,0.2300572684187728,0.4384266023615184,0.28395050306229586,Low_Immune
TCGA-DD-A4NG,0.29064075494993263,0.3281147393835235,0.018181541296141544,0.28759933030498175,0.3633602675653278,High_Immune
TCGA-DD-A4NH,0.18722010240125428,0.277988015695651,0.2802795819396121,0.3138932896656413,0.3687974388694704,Low_Immune
TCGA-DD-A4NI,0.35557741810698873,0.4006420105843943,0.33754601764219616,0.3106717887271909,0.3915173170554383,High_Immune
TCGA-DD-A4NJ,0.27310925199643143,0.29709134533695514,0.3247994585422842,0.2614869531682499,0.34366238220255013,Low_Immune
TCGA-DD-A4NK,0.1522547347397032,0.2759311168584563,0.05056432142811945,0.28676807516983993,0.29103527767308435,Low_Immune
TCGA-DD-A4NL,0.25531565126641464,0.32168075463600593,0.3102138463402408,0.2823541582219391,0.3280866945099671,Low_Immune
TCGA-DD-A4NN,0.16792590478663133,0.23262040199771178,-0.01332766520875955,0.2407686377469294,0.25212406141637117,Low_Immune
